tag,sample_key,pair_id,analysis_cluster,label,path,low_energy_frac,low_proxy_frac,low_excess_frac,mid_energy_frac,mid_proxy_frac,mid_excess_frac,high_energy_frac,high_proxy_frac,high_excess_frac
cv_en_real,1002_english_real_1002,1002,72fa4494c0ae90905d3e7b046cced92d9dfd9a1dfe7bd6b417b25b624c3ede012ea9f4347190f7df632505485b9b85aee0eab6012f82eedcede303e47450e7d7,1,english_griffinlim_eval_final/real_english/english_real_1002.wav,0.9465070489354706,0.8950129411358241,-0.05149410779964647,0.038431486447073226,0.06629860368285798,0.02786711723578475,0.015061388783310906,0.03868845518131801,0.02362706639800711
cv_en_real,1032_english_real_1032,1032,a67ea11203bf123fcd175858ced893c999654827e1be9016973959723c52339bcc804a4b6c052cf0dd3c0b189fdb22207e8a0bae5e2f02245083c80d76d730a3,1,english_griffinlim_eval_final/real_english/english_real_1032.wav,0.9233754500041861,0.8792292506918751,-0.04414619931231101,0.03803100057907515,0.06629020763513209,0.02825920705605694,0.038593527614210366,0.054480541672992766,0.0158870140587824
cv_en_real,1036_english_real_1036,1036,d1813b3a39bbd5d6f35e04e8e2151930a40e56cefcc57eb71351d6cde06a360b99e6c7791989ff337b308103b8dd7f2f705c01f88506ec4146042276b5a122ce,1,english_griffinlim_eval_final/real_english/english_real_1036.wav,0.873171457542944,0.8628659089222527,-0.01030554862069133,0.05690844278979064,0.0995797305198709,0.04267128773008026,0.06992002308093248,0.03755436055787647,-0.03236566252305601
cv_en_real,1044_english_real_1044,1044,2613068726292355af6306df9b9448429d185bd61430a67718d1da33e22d3b695383a562c5a385f7df0cfd18b3cda8fa718e306ac9879707519a3ccaddb00154,1,english_griffinlim_eval_final/real_english/english_real_1044.wav,0.9908184015368483,0.9835562465669291,-0.007262154969919221,0.007974153052946123,0.014295910961853352,0.00632175790890723,0.0012073855437678548,0.00214784247121762,0.0009404569274497653
cv_en_real,1048_english_real_1048,1048,47eab07d923d67d86227a7cef43ba747a0bb73c42ddf79a028f02e524bcb7ec8958a0f8f0c9365130c8ace2dfb83390d035ce5950b19f38463079bf11f5509eb,1,english_griffinlim_eval_final/real_english/english_real_1048.wav,0.9438879369174911,0.863269431743923,-0.08061850517356806,0.054128238098902944,0.12958453832735808,0.07545630022845515,0.001983738257988571,0.00714602992871892,0.005162291670730349
cv_en_real,1050_english_real_1050,1050,d1c5f949b950acff73774df763348084cac3b5e4d3593069e091c5962357ac3ee43613ca3ae0bd45d12357dc37c535b5f1016945d71f74f1f3dfa8f8e0995338,1,english_griffinlim_eval_final/real_english/english_real_1050.wav,0.48969758831106297,0.6492483848059407,0.15955079649487774,0.4940517399626163,0.31840253604959357,-0.17564920391302274,0.016250754963782824,0.032349079144465755,0.01609832418068293
cv_en_real,1053_english_real_1053,1053,e543cc12c580c37bb3b8b3f7904755db09992fc3d80a6166c231ad1dd6ac939bd8dc0a9e857b6d160cd42ebc5f8e9c9cd086e289027f1efa0ed914e44537b513,1,english_griffinlim_eval_final/real_english/english_real_1053.wav,0.9466773331002631,0.8851475168947022,-0.06152981620556097,0.02269507074774069,0.06307809900043403,0.04038302825269334,0.030627665453376147,0.05177438410486388,0.021146718651487734
cv_en_real,1056_english_real_1056,1056,ec89bf72638f6265060c86f7407b002bb309d6f741e3a5fd806c873e17b7fe6fc8709aa83aa29f2fd8fb85c32e4362da17de510e68100b9ab69112a7a4b98a8b,1,english_griffinlim_eval_final/real_english/english_real_1056.wav,0.7692850226568568,0.7267504709735126,-0.04253455168334419,0.2163680214217592,0.23130175556426938,0.014933734142510174,0.014346869557505403,0.041947773462217966,0.027600903904712565
cv_en_real,1061_english_real_1061,1061,82f6efc51109b0bf49ddffc1c25f741e829f97693190472af40ef149afc34810117bcf347aa5dc553239a149ca670eb50780f5aa54c5744c7406ea577fb9de23,1,english_griffinlim_eval_final/real_english/english_real_1061.wav,0.8099350142530609,0.8077505782550687,-0.002184435997992229,0.16408731659126777,0.15529552651518944,-0.008791790076078332,0.02597766007836787,0.03695389522974189,0.010976235151374022
cv_en_real,1063_english_real_1063,1063,409cd65d420a277b83b2021d2f9ed4086713d62a714661a851f13367f9ce3171b940f57dd4216f6c7e6f877ca02bb8d104475499592153735f1c91bd88960a56,1,english_griffinlim_eval_final/real_english/english_real_1063.wav,0.932784820087879,0.8937785837558972,-0.03900623633198175,0.057905545118857836,0.0886780716452619,0.03077252652640406,0.009309700887249665,0.01754334459884083,0.008233643711591165
cv_en_real,1075_english_real_1075,1075,36922c402abcb8a960e15a726c1eb0bc363d122ae506ce244e70ed2856d94436d80da7151a14c5bdf25b8b780e67ebe3d286677fde1a458b1348677b58ada1ec,1,english_griffinlim_eval_final/real_english/english_real_1075.wav,0.9662977602514928,0.939308587007754,-0.02698917324373884,0.025267689566041526,0.03882352563214357,0.013555836066102046,0.00843446759247436,0.021867887360102433,0.013433419767628072
cv_en_real,108_english_real_0108,108,7bf8e335b222c8f3eceaee7f9a0e4ada4d4de7d2fa39b6503a2fddb8334e437ba9cd1c7ad266a08048d0a324e2e1147e57b7befa84d4abdaa17a7209b9854567,1,english_griffinlim_eval_final/real_english/english_real_0108.wav,0.8202236350852261,0.8530602221339957,0.03283658704876957,0.11179736111299496,0.09496697708241021,-0.016830384030584747,0.06797901747488197,0.051972800783594134,-0.016006216691287836
cv_en_real,1090_english_real_1090,1090,7901622282b4a34e1b1367e79c8435281595ba66942f5bcd6a63be9d03f1853b9a78cfe7751b28d704b0b71ef0622d4f2286b307c4c4232841726caa7d102f03,1,english_griffinlim_eval_final/real_english/english_real_1090.wav,0.828093252690061,0.7947529929180497,-0.03334025977201127,0.1688802503893697,0.17684582262106105,0.007965572231691337,0.0030264133082484376,0.028401184460889364,0.025374771152640925
cv_en_real,1097_english_real_1097,1097,341ce7bb8bca97ea26dbb3fe4bb111a51e5b2173cf305527dbc4155064cf046baab8c77c7fd1dc924893b6282332542e289382f4fc1ba0094799ec30c4d2401c,1,english_griffinlim_eval_final/real_english/english_real_1097.wav,0.991484875262143,0.9891220649545392,-0.0023628103076037688,0.008498580271165103,0.010608315931360768,0.0021097356601956652,1.6644212057276454e-05,0.00026961911410001836,0.00025297490204274193
cv_en_real,1101_english_real_1101,1101,3d500be5f0ac82734ed233877afd75e82a0bbc6ff6317dda86bf1200c1a21c26f1d0923dd27d8a1d0b5a015ab3df12e5e7091a959b21c2da852854f0365fbe5e,1,english_griffinlim_eval_final/real_english/english_real_1101.wav,0.8305767803065764,0.8212163533641952,-0.009360426942381261,0.16851221292546117,0.17548169877650716,0.006969485851045981,0.00091086027940682,0.00330194785929768,0.00239108757989086
cv_en_real,1116_english_real_1116,1116,57d9be2eeda5fbaad0290c45f4e95813da95e09633d5fd84df35a758151788abec644a351cdf610c7b792561d1db0ac6f122dbc94404646941967bd6f0befd44,1,english_griffinlim_eval_final/real_english/english_real_1116.wav,0.6241901861980782,0.6700278077022866,0.04583762150420845,0.214631882958979,0.19136623891061139,-0.023265644048367617,0.16117785282807787,0.13860595338710205,-0.022571899440975818
cv_en_real,1124_english_real_1124,1124,04a248bc0cc9b8d91ed448e89914226cdc02d79ad7d6e16b1f465a314c309237bd129173d14caf301a038141a7e3e1be76c61c098ad7ed2d91a3cdaf3dd4b7a7,1,english_griffinlim_eval_final/real_english/english_real_1124.wav,0.911735470844703,0.8380766668492589,-0.07365880399544411,0.06928871527617317,0.09585943757508769,0.026570722298914523,0.01897587389550356,0.06606389557565362,0.047088021680150055
