language,pair_id,analysis_cluster,label,bonafide_logit
english,2,05c2823695fcf6a61cfee3126b93d7211e4389c008694f2db5278f438c475119a3fdcfb48deb73ab433137dea310157a0143ca155b95ba0700ed4751f76f605f,1,-1.664671540260315
english,2,05c2823695fcf6a61cfee3126b93d7211e4389c008694f2db5278f438c475119a3fdcfb48deb73ab433137dea310157a0143ca155b95ba0700ed4751f76f605f,0,-6.020063400268555
english,3,7133f45eca7e693b9d34f6ec989603887be32bbe9f50bdfa1f5d30438869d07ccb08c12e55338c9448903723ae3becc5e8b6326c00b90d727cbe7142f826e180,1,3.4983761310577393
english,3,7133f45eca7e693b9d34f6ec989603887be32bbe9f50bdfa1f5d30438869d07ccb08c12e55338c9448903723ae3becc5e8b6326c00b90d727cbe7142f826e180,0,-1.9235886335372925
english,5,8e3c3472fcd01198c79948ec91b37ad9bfbfafde08e87dc56eaf70a15188ab263aa3a85f01ad2dfdf623e1d4053bc56fbb5e0ad820a8b77444d6c3dc1d24e7fb,1,-4.852222442626953
english,5,8e3c3472fcd01198c79948ec91b37ad9bfbfafde08e87dc56eaf70a15188ab263aa3a85f01ad2dfdf623e1d4053bc56fbb5e0ad820a8b77444d6c3dc1d24e7fb,0,-5.639717102050781
english,6,ea39e5b1167b73b71b84a9fc11f61de538300ac3202879293f05a1967f57e9039faeb00684199a7b7a0f5f52255eb5afea7f847cdf3310cff4db57cbc82194cc,1,-4.447665214538574
english,6,ea39e5b1167b73b71b84a9fc11f61de538300ac3202879293f05a1967f57e9039faeb00684199a7b7a0f5f52255eb5afea7f847cdf3310cff4db57cbc82194cc,0,-6.015244483947754
english,11,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,1,1.8187819719314575
english,11,dcde65861c30448743ac761cade398b1d27a13981a2455310b6ed9e2c2cf64150a920420006b6ce402004ab1c0213634e720f23e0d6b5355f2d792fc17afb400,0,-0.7526731491088867
english,13,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,1,0.4213328957557678
english,13,8e91a247ca7696cb0530ac8b83b477578fd91898a3bc219cff8043a98dda87ecd3764290ba9f76672a457242c7c39ed72d8ec123734ea2b3e849c02f0ad5b447,0,-6.107425689697266
english,15,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,1,1.910632848739624
english,15,f748c3446cc12be48e26ebea896c3422ed8c447593cb4ebea1b829cb299d1bd5fb6d9d0b08be0d399a19a66dc5241d83603859cc01caa939d3dff5059e02abce,0,-3.549075126647949
english,17,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,1,-5.940998554229736
english,17,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,0,-6.0526442527771
english,20,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,1,5.689349174499512
english,20,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,0,-4.897642135620117
english,23,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,1,5.027508735656738
english,23,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,0,-5.126720905303955
english,24,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,1,3.673304796218872
english,24,fd52910d24299328945044ddd49dd2d79ef95c7b0d6e38d06d65a1d9330f64f45a8426cf556ed10a705307dcf622e1fe152ee48d5bd2e38b89b4da815b5c38a6,0,-2.7654623985290527
english,26,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,1,3.1669111251831055
english,26,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,0,-6.027141571044922
english,27,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,1,0.04968184605240822
english,27,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,0,-5.940505027770996
english,29,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,1,3.3176534175872803
english,29,e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e,0,-5.724946022033691
english,30,22bc86f13b4251a1091cee1fd2599e43dae0537d789e5b88bac1db2f0814ac63bd7bb15e13a24648acf9c29e144fa08d8c2299a88fa980b6db3f7a70d8f48b9d,1,-5.505731582641602
english,30,22bc86f13b4251a1091cee1fd2599e43dae0537d789e5b88bac1db2f0814ac63bd7bb15e13a24648acf9c29e144fa08d8c2299a88fa980b6db3f7a70d8f48b9d,0,-5.881573677062988
