language,pair_id,analysis_cluster,label,bonafide_logit
english,5,8e3c3472fcd01198c79948ec91b37ad9bfbfafde08e87dc56eaf70a15188ab263aa3a85f01ad2dfdf623e1d4053bc56fbb5e0ad820a8b77444d6c3dc1d24e7fb,1,-4.852222442626953
english,5,8e3c3472fcd01198c79948ec91b37ad9bfbfafde08e87dc56eaf70a15188ab263aa3a85f01ad2dfdf623e1d4053bc56fbb5e0ad820a8b77444d6c3dc1d24e7fb,0,-5.639717102050781
english,17,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,1,-5.940998554229736
english,17,1fc06ae2858fe60314b607d8728ce36d5dcd8f22f6f13b106b6c4a346da6e0d00fa406883a1bfa9a0973fa46de07b02b471559048f76b07fd708d71dbac8907c,0,-6.0526442527771
english,20,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,1,5.689349174499512
english,20,6325c76fb5e68d55674df688a91178a08ce91db4b3927b94d908b67680d9548f006ce4ca4564203006a4ffb6d5aa44dfa55bc63e6a740432bd060181c6418d42,0,-4.897642135620117
english,23,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,1,5.027508735656738
english,23,7d253c6592f60c2d569618ff419996fc9d6c62add2c6a3c8b9be36bd09e27e775a8bf4dcb99497fa8c81670ae500e79e6056106b5c34b01fd562301f0729f9e9,0,-5.126720905303955
english,26,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,1,3.1669111251831055
english,26,9c9f9dccc7daa91a521fbafd9034be60b8ff297054102d2fdb87ba9209468736b3d3f387ea0712eaf6081eaaf986b10eedf03639a7dae6f842c4cb214e10fd43,0,-6.027141571044922
english,27,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,1,0.04968184605240822
english,27,0bd650fb7e4a1bce7ccd2c8ff253e80ea7b561b24ebb011fb1988568bec51d6e6c7a453780ea55f75769d664a0910d496135d3d49a4bddf135fce8dfd60bd360,0,-5.940505027770996
english,31,666d8a75b930da2206db122b9d213c565802c88080a92d1d4c31581ebc51c3c7e8df6c7e8c448e3ed85b88c2e5aaf23eb3a58c7e14d82dce0f7ae66b0ca65431,1,1.4808349609375
english,31,666d8a75b930da2206db122b9d213c565802c88080a92d1d4c31581ebc51c3c7e8df6c7e8c448e3ed85b88c2e5aaf23eb3a58c7e14d82dce0f7ae66b0ca65431,0,-6.04750919342041
english,33,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,1,-0.1480388194322586
english,33,c41dd22e62ebbf278d1247d7b4cc49e06bad2e5f7c5e11a2b72580e6575d667e87d89dfffc6dd1194e2ff81c0e2583b09932914c94d3ca2bd829e0099b068f65,0,-0.41182273626327515
english,38,a942a99db0a31c334859aab7f8f8278eb3d69f3d2c08df1936609711ae779253e3e750550948ac65e2897cbd31418c48315fdbb1f002bf9040a73660f9e75d19,1,-0.16786785423755646
english,38,a942a99db0a31c334859aab7f8f8278eb3d69f3d2c08df1936609711ae779253e3e750550948ac65e2897cbd31418c48315fdbb1f002bf9040a73660f9e75d19,0,-3.542393207550049
english,44,462a1dfd6ea4a5090780cb8a128008151be674c1f63184b68d49b0988f0c8d04ddd958066b2f8f56f9121b8e0bec49ce8780ea333fc931d1c28bfec8771aae3b,1,2.457153797149658
english,44,462a1dfd6ea4a5090780cb8a128008151be674c1f63184b68d49b0988f0c8d04ddd958066b2f8f56f9121b8e0bec49ce8780ea333fc931d1c28bfec8771aae3b,0,-6.052403450012207
english,53,afd0e736eb59ae41d5773ac2acef8b1ac029c151a342bbfce1c9b9cd381331515bc4449ee2a47e4b2d4aa57501f9ae9356bbac6c9c4d1b6a12277fd2d1f7b22a,1,0.263217031955719
english,53,afd0e736eb59ae41d5773ac2acef8b1ac029c151a342bbfce1c9b9cd381331515bc4449ee2a47e4b2d4aa57501f9ae9356bbac6c9c4d1b6a12277fd2d1f7b22a,0,-6.113080978393555
