language,pair_id,client_id,duration_s,rms,peak,low_energy_frac,mid_energy_frac,high_energy_frac
hindi,0,2f0f109ed0afdb1a06c0ad751e352d0e0dc41767609a511c4b9111a62769bc467468b5f4d3cf2c618cc479ca33b2a7b3412b01d883cfcb15d8cb23222912fd16,4.5,0.0562648389632628,0.296069860458374,0.37319031942745007,0.3334266177556667,0.2893916992143228
hindi,1,17e10c81b592f9aa499bd3ea283821d28dee580e2bfbf51ca891c71024bf0736cc26c5ef9790ef591ff7cf3136930b935c33bc7fb1c65c080ff270baf27c8fe5,4.464,0.12029990808043109,0.990020751953125,0.8331096739709701,0.08061126703963563,0.08619572791922207
hindi,2,bd008914e8d61f280ef49d1b81b9ba5feafa0195842fb73953d414962085d13881380f143efa9cc3014fb5083f2ca49ec0ac216b23e48f676493303b320d17d3,6.624,0.08498936711298512,0.6232538223266602,0.535423894993024,0.2396277574368052,0.22203540601115831
hindi,3,76ae0779e8b42a6cebddc96f1c8be8cd17dc128ea3dc6c77c1afef491eb3334aec08ac644ce6b553783bec6530bcd7a8d7869d249d8fc4cbf394c176c2a03fe0,3.204,0.03632995848752952,0.20209240913391113,0.2688306927559997,0.38870838536788915,0.3377954023213401
hindi,4,ef72dad515c406393c07ffac9b57e6cd1e83073c82a001d49ea19a30fd9976d0d50d4c5cffcfdbec8ea222c152695775d85c227194f2e56516531e1c8e76ff70,4.392,0.11202071085479662,0.861562967300415,0.4650892116161041,0.35320722133758786,0.17987231342046991
hindi,5,f1b62e5d3473776b945ef79fbad0a46a621fb136b143d7aeb75a7cb854ebe0807524eee04fe8d83b3311152dad97e341e18ed5b8981b3cf322fec4e0700894bb,4.704,0.11560776240609127,0.981292724609375,0.7915768472680763,0.042259185467018234,0.16605422299222236
hindi,6,c8eabd52eef7e16e14998264ec78831ec7b891135ad93c446e459d4643b02c721b412f4fc828522a478fdbd2d5f4ca9838991a89368c78cb7f0617b3837a00ca,3.78,0.0570722276319422,0.3126177191734314,0.3587181299975317,0.34969469342179593,0.2878197182304605
hindi,7,64fcf403ddfb930184eae9b9ad9fbb9a712ebab06fdb5e7dbe7621dcd2cd5101f593c37e8e254ff38294b6dcc8bec4808c197c2d7599c0c4126045b1ac9b51d0,3.144,0.05954308890620712,0.29208070039749146,0.3951584652806724,0.3114120768216156,0.28970473511559786
hindi,8,f552d4cedc22293c27ab4a86fc3985ecf1bd8fe9e6664f6a835675acf4173fa94bfa392ddccd06a177ae2bf6e412212f42973dec10c26a7cfa02c48ddd7c7978,4.176,0.1076110046932937,0.8856586217880249,0.5958962367244377,0.23280257275209335,0.16922745307773698
hindi,9,4fcdd17805b736cac2dc920985d2187185e759b54d9cfe7d2654dd8f4aff10e630e579edcb5cb4d04f215bebe6d096d9e932203345ad7272e889beca6a5c20e7,4.716,0.06890575332015898,0.6078752279281616,0.36408245771926784,0.4058784554934432,0.2269260729525394
hindi,10,c3b879809a9ebf0d819103be644fbf3fee1c8cafd1e2c2f905c8d6d5c2497bcd47b0cb932bb4106b5729479e89ca660253ad1158181c72462d1ce0499047db90,6.66,0.13163212760046322,0.9771559238433838,0.7023652790633027,0.15021017415492,0.14555132243991342
hindi,11,79741f3153a904c0ddeb1d81d69b137d61adb2a3f1c8ea30fd32a88a4f7028bbb73f1515f3cac14ad147b8c1845846d96d9333173f71677d207b7ff1357a37c5,3.624,0.05204595898534824,0.26203733682632446,0.34070851222929094,0.33791821722429505,0.31728331368879686
hindi,12,ea8f8541a19f474c4246d33005ad2c365f8b82b7a9b214bc39bd7b0ea6469e6d17fc574bce867f5fa60612c98df61735b7e95bf0d9c731a290e4c4bd515098bb,4.068,0.08858627201909172,0.5856865048408508,0.5244870394091443,0.2751086256298194,0.19789892049465826
hindi,13,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,7.704,0.02105803211071303,0.10459029674530029,0.19497300895716083,0.39333857232154307,0.40662254153997235
hindi,14,63293ff4cc67280b10da2df2fd2763db65ca8493af191e121605b45457373b9d2f7d073324125f2ec4d3d5aa138903f3532048b49083306757421a463dcad13b,6.768,0.10819157634710959,0.7819330096244812,0.45947321048737777,0.38341800167213885,0.15517958809945312
hindi,15,4cef3c57c7794a486d20711b806222df778778312c01a26669a9c4fd75b74a3792424787393673b302401d3d994431c97c30b2d1b8bd6caa0fd563460fed5093,5.04,0.15190480531435585,0.9379231929779053,0.726722428295271,0.1322887840538492,0.13958235139316058
hindi,16,0da032e5bf4a63a5c9c3635155d8b45eb4ede0261ddae34b641e4aafb72b2d0e9c8e8605132280cb39465883c7c2dd82e747a12e1e9b1827d272574483945e5a,6.768,0.05302789834021826,0.3330267667770386,0.3197006814796624,0.380495147160101,0.29583930039559453
hindi,17,53c5dd7ebb08179dca2b5f3992b991b3d28288202e01a950d1e70510db84b5cdf9cb5e72803a4212e7428e60b2ddda26a81dbdc01410725d0d6de265d86cb530,5.508,0.07106211684344428,0.4446845054626465,0.4428811547693625,0.2954847991448387,0.2582097962628053
hindi,18,38a6ab913e27c72c3f28f3d2da65caa00933288bfaaa24633ad7168676bf34a4bdf59bba015f1be078031901c2a05ed997cd106fc7bb6ffe0cead3f59ca77415,4.824,0.03569394232351258,0.1911333203315735,0.24161651824940264,0.3539165638783197,0.39976916794057893
hindi,19,00d8f7a5ea747472015787836b4694d24375a49cf2ca78088c1d29494110637aafa66bc0d135549c19cfc68886760475c2ae2584673c8d57e77eb82d3ddd6109,6.696,0.08818959976106008,0.5937042832374573,0.4850382549780139,0.3056183128192552,0.20667775368725563
hindi,20,66a88b75ea15aaa9fb4c1df2cbe47bb9c4ab8413fc8ce00c0e57e575c654fb438f8e904a08fd98bcd999bce1172284461b746308609836e75916aa7cf8c2a2d4,5.94,0.034797166897157894,0.41933315992355347,0.2279634808050467,0.4169063690906647,0.3505878117213077
hindi,21,93f71918fbe69cad830cb49211cb10c9344e04ceca427ea39db38c8b5f5f200a4706f0a12646585364ff3b44f3bb75784005797e3e3259fd9579fa985955b3ac,4.032,0.1171117892443236,0.9260263442993164,0.45267127427610804,0.337749227275319,0.20786309725801141
hindi,22,16c775b5ac1a75459692a8e2c553ec084df96439cf53c5129ce1e5c20a9a04d3ed23204cf582fe74c9dc12a473fb3072139ea313cee5ce51c0d17acf8cd16333,5.472,0.05723743154859746,0.451538622379303,0.3585982903877813,0.35269142016851246,0.28502661590018746
hindi,23,d002200225d5b38de9dd8b95e9fb77c24724f8a56ee0b31f6ee2260b5636a1e23c0fadcae1156f88b703128798bd749901930f35e839ea2a2bb2bcb8afe5cc74,6.876,0.13138911854193167,0.9374603033065796,0.688798025129941,0.16932552714820057,0.14020295967152874
hindi,24,3a9a2751ae7b00505f0ab31fe4c6b3d76e4b23763244c136363aed1903cc89d8668e1187df7236c6ac0ef40422fd5802ca4000aa26a29cc5c77c978b07a4d12a,5.328,0.12025326464186777,0.7197030782699585,0.6438099186850997,0.1744687509024675,0.17973121939345932
hindi,25,9960686415eb494ee9537261d6666881f9ba972c52152db480cd96dd07d7bf619cd2f1f9d30815cdc61bbbd4eb031b57cf2297022021dc923732cd69a3a4a5d4,4.284,0.05083084720580837,0.33159857988357544,0.35722666067923,0.3226746241384476,0.3157929720308658
hindi,26,4644748187470f64f6ed65cf1359011fe9976a6793a239689c6fea7b052468f9b14522162bcf4f659a819bbfb682ab2b57edc3a8b2009dba5d6986635b97e9c1,7.308,0.10681889283001701,0.6080367565155029,0.5986926548143564,0.21085393752645776,0.18792239557658794
hindi,27,9be22651e8bee8e72a3187d9a27f0e9ed24c178b528062b4ae5d6a2a32dbb8c6001f6d3f15d60270fefa422a2c58426a2c915931d43266eb48a2d15836111a95,5.76,0.06179762266564875,0.46224159002304077,0.42029760656323073,0.29636895537902147,0.2797251403018259
hindi,28,f8c05fcdb50a537ce73d8e72c60b569d19a31b8e0792bf6ea46d66c769fb708c0087e260a59f3e48f8272304ee14cb57fecdf53a2873f5d72ca5a3378a149caa,6.208,0.13660522868848674,0.990020751953125,0.8886108392743849,0.10191792958711168,0.009385121055658857
hindi,29,17306c4d97ad8d7c04ac7c04602b8fedcfa3c2ebcd61c2fb2f7f5a27a23151389ed00cbdf1497e6791a0abc7028b848d8f17ade7089c928531200cd7ca2c4bc8,6.576,0.16556725715968204,0.989990234375,0.8963675934870404,0.07452489831215638,0.029071249999559144
hindi,30,bd008914e8d61f280ef49d1b81b9ba5feafa0195842fb73953d414962085d13881380f143efa9cc3014fb5083f2ca49ec0ac216b23e48f676493303b320d17d3,3.816,0.07747778913553054,0.5036544799804688,0.4954614608351792,0.2662970572028209,0.2350985914828192
hindi,31,e0a47331065c4e1a9ffd6eed4cb902b631814a6130faf9401d447eba044cf1af767ff9a242e7c97886c74ac130ec73716192fd074e4abca825e77caca52e0ca0,3.492,0.12031022236799285,0.6859751343727112,0.6317342387853804,0.18097262908315934,0.18517715992514067
hindi,32,d24af5ee15190d3fc14dfc4ee3c75c75fe66fb537d4c7cf94e0e7d489ba442240b112a68a9dcd921ed48aaf17649bacd187e913bf4f22c1471cdc0fd263e9aa7,6.372,0.1425098656778563,0.9265060424804688,0.564998741980741,0.32348501975021493,0.11012994965762431
hindi,33,daa76944376a4ffb1588dd2a305c507bc1b8e14eafbbb1784aba0d0e901a3ceccaa5f1d84909bc13f2ff0ab6c7facb2ac2e487daed3470c7fe44022f33cd2a26,3.348,0.03964836670197643,0.26236963272094727,0.2649561254767046,0.36575005460586063,0.36486380602546176
hindi,34,c0fce8f25f23b41ed1321b49a5940b20f8b61130c14559d79ddf3816e5a433e06cad1469ff786911ce97ba8ea234da6b623881f3bb65339d1d3dd296e477a193,7.056,0.13237912142516065,0.79345703125,0.8729827068003139,0.07303612856964248,0.05388733337795643
hindi,35,7fbf4c95e3140e3dc38caf6b69156e7b0c31b692322f830bd453acafa852716c55556b85dab23eb2fcf7567541c68490442cf56fba72b2b29acffe250f110146,7.056,0.10310493759998107,0.6948421001434326,0.552836215524327,0.2527622549866613,0.19198248121171957
hindi,36,1da3e82d56c4b06d4028ecc92aca9dc352823b8ec3e30de4da211906b610e38731002b15ef77c26455730b72f40ec1685543812f28aebbf3d093e8e83b3bad25,6.48,0.08102048171775604,0.5198355913162231,0.4939407877483837,0.2788409375742491,0.22427585347674212
hindi,37,75c6bb7203a8fae0c08c18b39bebaf7f25f86e3b2cdbb1dbd65927288474b3fa5b24c5c88144d238b93b8327677bdfbdf560078a95a3594a6b6ea7dbf3f3eec8,2.88,0.1504436102340954,0.9900000095367432,0.7320988617534331,0.16407158502350422,0.10249864343335326
